Date,Time,Platform,Company,Job Title,Job URL,External URL,Handled,Applied,Notes
2026-04-13,13:10:11,Indeed,Unknown,Back End Software Developer,https://in.indeed.com/jobs?q=Software+Engineer&l=Delhi&vjk=5e7bc0368ceb9fd0,https://www.indeedevents.com/en-in/,,,"Matched keywords: ai, backend, git, ml, mysql"
2026-04-13,13:10:18,Indeed,Unknown,Software Developer (0-2 Years),https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=1abe3439cf69befe,https://hrtechprivacy.com/,,,"Matched keywords: ai, backend, c++, git, image processing, linux, ml"
2026-04-13,13:10:18,Indeed,Unknown,Software Developer (0-2 Years),https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=1abe3439cf69befe,https://hrtechprivacy.com/brands/indeed#privacypolicy,,,"Matched keywords: ai, backend, c++, git, image processing, linux, ml"
2026-04-13,13:10:18,Indeed,Unknown,Software Developer (0-2 Years),https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=1abe3439cf69befe,https://www.indeedevents.com/en-in/,,,"Matched keywords: ai, backend, c++, git, image processing, linux, ml"
2026-04-13,13:10:21,Indeed,Unknown,Software Engineer – Python,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=d3b73dbe80a8f590,https://hrtechprivacy.com/,,,"Matched keywords: ai, aws, backend, c++, git, google cloud, image processing, linux"
2026-04-13,13:10:21,Indeed,Unknown,Software Engineer – Python,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=d3b73dbe80a8f590,https://hrtechprivacy.com/brands/indeed#privacypolicy,,,"Matched keywords: ai, aws, backend, c++, git, google cloud, image processing, linux"
2026-04-13,13:10:21,Indeed,Unknown,Software Engineer – Python,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=d3b73dbe80a8f590,https://www.indeedevents.com/en-in/,,,"Matched keywords: ai, aws, backend, c++, git, google cloud, image processing, linux"
2026-04-13,13:10:24,Indeed,Unknown,Trainee Software Engineer,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=5bd69905a1cabaa2,https://hrtechprivacy.com/,,,"Matched keywords: ai, backend, c++, git, image processing, linux"
2026-04-13,13:10:24,Indeed,Unknown,Trainee Software Engineer,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=5bd69905a1cabaa2,https://hrtechprivacy.com/brands/indeed#privacypolicy,,,"Matched keywords: ai, backend, c++, git, image processing, linux"
2026-04-13,13:10:24,Indeed,Unknown,Trainee Software Engineer,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=5bd69905a1cabaa2,https://www.indeedevents.com/en-in/,,,"Matched keywords: ai, backend, c++, git, image processing, linux"
2026-04-13,13:10:26,Indeed,Unknown,Software Engineer,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=22e39a79a4c9f146,https://hrtechprivacy.com/,,,"Matched keywords: ai, backend, c++, git, image processing, linux"
2026-04-13,13:10:26,Indeed,Unknown,Software Engineer,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=22e39a79a4c9f146,https://hrtechprivacy.com/brands/indeed#privacypolicy,,,"Matched keywords: ai, backend, c++, git, image processing, linux"
2026-04-13,13:10:26,Indeed,Unknown,Software Engineer,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=22e39a79a4c9f146,https://www.indeedevents.com/en-in/,,,"Matched keywords: ai, backend, c++, git, image processing, linux"
2026-04-13,13:10:50,Indeed,Unknown,Backend Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=7796f0e4e8407eea,https://hrtechprivacy.com/,,,"Matched keywords: ai, backend, git"
2026-04-13,13:10:50,Indeed,Unknown,Backend Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=7796f0e4e8407eea,https://hrtechprivacy.com/brands/indeed#privacypolicy,,,"Matched keywords: ai, backend, git"
2026-04-13,13:10:50,Indeed,Unknown,Backend Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=7796f0e4e8407eea,https://www.indeedevents.com/en-in/,,,"Matched keywords: ai, backend, git"
2026-04-13,14:29:05,Indeed,Unknown,Software Developer- Computer Vision & Real Time Video Analytics,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=ff60d40a2d21bb18,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, algorithms, backend, c++, cnn, computer vision, deep learning, devops"
2026-04-13,14:29:06,Indeed,Unknown,Software Developer- Computer Vision & Real Time Video Analytics,https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=ff60d40a2d21bb18,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, algorithms, backend, c++, cnn, computer vision, deep learning, devops"
2026-04-13,14:29:13,Indeed,Unknown,"Staff Software Engineer, ROR",https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=295c3e9fee7ab59a&advn=487028481873476,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, c++, computer vision, devops, git, ml"
2026-04-13,14:29:13,Indeed,Unknown,"Staff Software Engineer, ROR",https://in.indeed.com/jobs?q=Software+Engineer&l=Mumbai&vjk=295c3e9fee7ab59a&advn=487028481873476,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, c++, computer vision, devops, git, ml"
2026-04-13,14:29:19,Indeed,Unknown,API Management Engineer,https://in.indeed.com/notifications?from=gnav-util-jobsearch--indeedmobile&gnavTK=1jm311a9uha9l802&tk=1jm311a11hc288aa&hl=en,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, ml"
2026-04-13,14:29:38,Indeed,Unknown,Software Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=205af30a5707bfb4,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml"
2026-04-13,14:29:38,Indeed,Unknown,Software Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=205af30a5707bfb4,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml"
2026-04-13,14:29:45,Indeed,Unknown,Web Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=5bd1bb2a9fee8017,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, backend, git, ml"
2026-04-13,14:29:45,Indeed,Unknown,Web Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=5bd1bb2a9fee8017,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, backend, git, ml"
2026-04-13,14:29:52,Indeed,Unknown,Senior Software Engineer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=d099fca0070ed470,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml, mysql"
2026-04-13,14:29:52,Indeed,Unknown,Senior Software Engineer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=d099fca0070ed470,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml, mysql"
2026-04-13,14:29:57,Indeed,Unknown,Frontend Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=fe878c65711ea031,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, backend, git, ml"
2026-04-13,14:29:58,Indeed,Unknown,Frontend Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=fe878c65711ea031,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, backend, git, ml"
2026-04-13,14:30:04,Indeed,Unknown,Fullstack Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=c911f0b3af1cb2ba,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml, mysql"
2026-04-13,14:30:04,Indeed,Unknown,Fullstack Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Delhi&vjk=c911f0b3af1cb2ba,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml, mysql"
2026-04-13,14:30:28,Indeed,Unknown,"Full Stack Developer - Production & Cloud-Focused (2–4 Years, AWS Certified)",https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=1512647b635ce74a&advn=6588420523713987,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, devops, git, ml"
2026-04-13,14:30:28,Indeed,Unknown,"Full Stack Developer - Production & Cloud-Focused (2–4 Years, AWS Certified)",https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=1512647b635ce74a&advn=6588420523713987,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, devops, git, ml"
2026-04-13,14:30:34,Indeed,Unknown,Software Engineer Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=389c7312781ae9cf,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, c++, git, linux, ml"
2026-04-13,14:30:34,Indeed,Unknown,Software Engineer Developer,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=389c7312781ae9cf,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, c++, git, linux, ml"
2026-04-13,14:30:40,Indeed,Unknown,Software Engineer (TypeScript - Backend),https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=2e7dda4ecf3e6012,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, data science, devops, git, ml"
2026-04-13,14:30:40,Indeed,Unknown,Software Engineer (TypeScript - Backend),https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=2e7dda4ecf3e6012,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, data science, devops, git, ml"
2026-04-13,14:30:46,Indeed,Unknown,Software Engineer - 1,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=a82f5c53dd116abc,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend"
2026-04-13,14:30:46,Indeed,Unknown,Software Engineer - 1,https://in.indeed.com/jobs?q=Backend+Developer&l=Mumbai&vjk=a82f5c53dd116abc,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend"
2026-04-13,14:31:16,Indeed,Unknown,Java Full Stack Developer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Delhi&vjk=f5441417d5cf723c,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, backend, git"
2026-04-13,14:31:16,Indeed,Unknown,Java Full Stack Developer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Delhi&vjk=f5441417d5cf723c,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, backend, git"
2026-04-13,14:31:22,Indeed,Unknown,Senior Full Stack Developer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Delhi&vjk=8b938eca470fab95,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, devops, git, ml, mysql"
2026-04-13,14:31:22,Indeed,Unknown,Senior Full Stack Developer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Delhi&vjk=8b938eca470fab95,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, devops, git, ml, mysql"
2026-04-13,14:31:28,Indeed,Unknown,"Software Developer, India",https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Delhi&vjk=3dedb694dd10a749,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, linux"
2026-04-13,14:31:29,Indeed,Unknown,"Software Developer, India",https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Delhi&vjk=3dedb694dd10a749,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, linux"
2026-04-13,14:32:02,Indeed,Unknown,Full Stack Developer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Mumbai&vjk=becc6d638ff4b1ac,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml, mysql"
2026-04-13,14:32:03,Indeed,Unknown,Full Stack Developer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Mumbai&vjk=becc6d638ff4b1ac,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml, mysql"
2026-04-13,14:32:09,Indeed,Unknown,Senior Software Development Engineer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Mumbai&vjk=d5fc71e0168a515a,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml"
2026-04-13,14:32:10,Indeed,Unknown,Senior Software Development Engineer,https://in.indeed.com/jobs?q=Full+Stack+Developer&l=Mumbai&vjk=d5fc71e0168a515a,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, git, ml"
2026-04-13,14:32:30,Indeed,Unknown,Birbal Machine Learning Engineer (BMLE) @ Birbal AI,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=f5d4343d90095b89,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, algorithms, aws, computer vision, data science, gen ai, ml"
2026-04-13,14:32:31,Indeed,Unknown,Birbal Machine Learning Engineer (BMLE) @ Birbal AI,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=f5d4343d90095b89,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, algorithms, aws, computer vision, data science, gen ai, ml"
2026-04-13,14:32:37,Indeed,Unknown,Urgent Opening for Python Software Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=5f82385de0306541,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, data science, gen ai, ml, mysql"
2026-04-13,14:32:38,Indeed,Unknown,Urgent Opening for Python Software Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=5f82385de0306541,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, data science, gen ai, ml, mysql"
2026-04-13,14:32:45,Indeed,Unknown,Associate Machine Learning Scientist,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=568aaeef2afd067d,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, data analysis, data science, gen ai, ml"
2026-04-13,14:32:45,Indeed,Unknown,Associate Machine Learning Scientist,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=568aaeef2afd067d,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, data analysis, data science, gen ai, ml"
2026-04-13,14:32:52,Indeed,Unknown,Machine Learning Scientist (ASR),https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=2703ff9ad8b20104,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, algorithms, computer vision, data analysis, data science, deep learning, gen ai"
2026-04-13,14:32:52,Indeed,Unknown,Machine Learning Scientist (ASR),https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=2703ff9ad8b20104,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, algorithms, computer vision, data analysis, data science, deep learning, gen ai"
2026-04-13,14:32:59,Indeed,Unknown,Machine Learning Scientist (LLM),https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=db6de773f9afe77e,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, algorithms, computer vision, data analysis, data science, gen ai, ml"
2026-04-13,14:32:59,Indeed,Unknown,Machine Learning Scientist (LLM),https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Delhi&vjk=db6de773f9afe77e,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, algorithms, computer vision, data analysis, data science, gen ai, ml"
2026-04-13,14:33:19,Indeed,Unknown,MACHINE LEARNING OPERATIONS ENGINEER,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=6796bd36b1a9dca5,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, data science, devops, git, ml"
2026-04-13,14:33:19,Indeed,Unknown,MACHINE LEARNING OPERATIONS ENGINEER,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=6796bd36b1a9dca5,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, aws, backend, data science, devops, git, ml"
2026-04-13,14:33:27,Indeed,Unknown,Generative AI Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=6669113262fa3163,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, algorithms, aws, backend, data science, devops, git, ml"
2026-04-13,14:33:27,Indeed,Unknown,Generative AI Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=6669113262fa3163,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, algorithms, aws, backend, data science, devops, git, ml"
2026-04-13,14:33:36,Indeed,Unknown,AI Agent Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=358ef68aa0a235e4,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, backend, data science, ml, oops"
2026-04-13,14:33:36,Indeed,Unknown,AI Agent Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=358ef68aa0a235e4,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, backend, data science, ml, oops"
2026-04-13,14:33:45,Indeed,Unknown,AI Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=dc3412146fb85bce,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: ai, backend, data science, deep learning, ml, tensorflow"
2026-04-13,14:33:45,Indeed,Unknown,AI Engineer,https://in.indeed.com/jobs?q=Machine+Learning+Engineer&l=Mumbai&vjk=dc3412146fb85bce,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: ai, backend, data science, deep learning, ml, tensorflow"
2026-04-13,14:34:03,Indeed,Unknown,AI Application Developer / AI Engineer,https://in.indeed.com/jobs?q=Artificial+Intelligence+Engineer&l=Delhi&vjk=6823d5b37768d6f4,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, gen ai"
2026-04-13,14:34:04,Indeed,Unknown,AI Application Developer / AI Engineer,https://in.indeed.com/jobs?q=Artificial+Intelligence+Engineer&l=Delhi&vjk=6823d5b37768d6f4,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, gen ai"
2026-04-13,14:34:11,Indeed,Unknown,Coding and Robotics teacher,https://in.indeed.com/jobs?q=Artificial+Intelligence+Engineer&l=Delhi&vjk=87b74c314dc415d4&advn=498614119227560,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, gen ai"
2026-04-13,14:34:11,Indeed,Unknown,Coding and Robotics teacher,https://in.indeed.com/jobs?q=Artificial+Intelligence+Engineer&l=Delhi&vjk=87b74c314dc415d4&advn=498614119227560,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, gen ai"
2026-04-13,14:34:24,Indeed,Unknown,Data Scientist/Engineer,https://in.indeed.com/jobs?q=Artificial+Intelligence+Engineer&l=Delhi&vjk=ed8bbcf0b5d5474e,https://hrtechprivacy.com/,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, data analysis, data science, gen ai, ml"
2026-04-13,14:34:25,Indeed,Unknown,Data Scientist/Engineer,https://in.indeed.com/jobs?q=Artificial+Intelligence+Engineer&l=Delhi&vjk=ed8bbcf0b5d5474e,https://hrtechprivacy.com/brands/indeed#privacypolicy,true,false,"apply_cta_not_found | Matched keywords: agentic ai, ai, computer vision, data analysis, data science, gen ai, ml"
